7e7c5048-7bd1-4084-a493-7e0333f69238,Hasan Fehmi Mutel,,,,4
8beac5d4-4e27-477e-afe9-30848fdd6da0,Suphi Ezgi,,1869,İstanbul,3
8c8166bb-744e-496e-aef6-dfe5b92f5eee,Zafer Tekelioğlu,,,,
9138db09-90f7-42ce-a796-93a466491471,Kemani Zafiraki,"Greece, Turkey",,,
2871a8ff-e2fa-4568-9562-0a5e3fe57330,Kanuni Ömer Efendi,"Arabia, Syria",,,2
25dbac1d-b2f3-473d-809e-5227c4b42405,İsmail Bergamalı,,,,
5a1ada74-61ee-4401-8851-463d011e2900,Ulvi Ergüner,,,,
b834b5bb-e52b-448b-9706-e9edf902a51d,Hacı Salih Efendi,,,,
79e18914-03c7-49bb-9c83-ad43bd0c4648,Bülent Özbek,,,,
3f47b9a2-6cda-4451-afdd-35c1b48b62ee,Bülent Selçuk,,,,
e7162ee4-9f30-4391-83f5-e2d64a1c5e01,Kanuni Nubar Efendi,"Armenia, Turkey",,,
4d70bdcb-1d9b-4137-ab88-ef96e26d0a69,Tevfik Soyata,,,,
14ba9c4e-103f-4511-b315-6d4bdea89497,Neyzen Tevfik,,,,
6255c7d8-ff6e-49bb-b707-0cf2967b6067,Leyal Kalecik,,,,
f37d124f-341c-43a4-abbf-f06659132c70,Müezzinbaşı Hacı Haşim Bey,,,,
a8d8d8c6-e785-46bc-9896-f92a1c673a28,Cinuçen Tanrıkorur,,1938,Fatih,4
a8866ee2-0f3b-4492-a2d4-ac1f97adc32e,Avram Naum,"Israel, Turkey",,,
8f81d371-ff6a-4f2d-83d7-f5d5ba89cb66,Kassamzade Mehmet Efendi,,,,1
7f024db1-c696-4423-bae6-38df5cf928df,Bağdasar Ekmekçi,,,,
93f87369-7df2-4b61-b6e6-ea68358562ba,Şerif Çelebi,,,,1
a38e08fe-1387-4388-aced-6d10a8c54457,İlknur Çelik,,,,
c1432312-3f2a-4263-84cf-a667dfcfbf35,Murat Polat,,,,
f4568aa3-8c8b-461c-a7ae-ceeaac16fb8c,Ebubekir Ağa,,1690,,1
6d47c26c-2a6d-4f34-a7c5-4b2bd61b21fc,Serap Çağlayan,,,,
d6b21c04-af22-4028-8688-5de9ffbceb8a,Hüseyin Sadettin Arel,,18-12-1880,İstanbul,3
35318a32-908c-4c1a-97c9-c681bcde6baa,Mehmet Şafak,,,,
3d5af475-4b81-42fb-9fa9-e95b32952238,Teoman Alpay,,1932,,4
a0137b86-f239-4e63-ba22-fb06d5179c24,Ahmet Çağlaroğlu,,,,
4de81b76-c926-4e0c-ab6c-f216adb7322b,Piyanist Cemal Bey,,,,
24d82553-fe99-46ef-89b2-1ace2045d190,Üsküdarlı Nali,,,,
fd95489c-f4e4-44cc-b79e-a2f3bbbf7e55,Ali Tüfekçi,,,,
2adfff63-a20f-473a-9dbf-2d2a41f47ee5,Dilek Yüzlüer,,,,
e969355f-8500-43e3-bb44-177cab7b64a4,Nubar Tekyay,"Armenia, Turkey",,,
8b967fbc-899f-4591-9f96-f5c7615703f7,Ahmet Toz,,,,
ffa76506-f437-4024-9ed2-7e1f7865fd9e,Selahattin Pınar,,22-1-1902,İstanbul,4
da7f671e-8819-4552-9d3d-82284f3e1e03,Fakih Özlem,,,,
789c7542-5f5f-4f7c-989a-3d81569bb8d8,Selahattin İçli,,6-10-1923,Beşiktaş,4
ad17eff3-d5e3-4b6d-8791-867f006afd7c,Cumhurbaşkanlığı Klasik Türk Müziği Korosu,Group,,,
1957f99a-60c6-4efa-ab38-bd8dccd7406d,Abdurrahman Efendi (Arapzade),,,,
2dc10f79-5d9c-4387-ab03-04e78c438cf0,Rıfat Şanlıel,,,,
9aafa0c5-de04-4432-8176-821cf8dd8624,Basmacı Abdi Efendi,,1787,İstanbul,2
ceddc90f-3517-4b3d-a5bf-b6bbef47e2af,Naci Göçmen,,,,
560b87d7-cc6b-47ca-b728-4362e5b61b67,Savaş Özkök,,,,4
edc99105-1f1e-450e-af18-437cfe4125b0,Fevzi,,,,
cf36460f-525e-46b3-95a3-12302f1be1cd,Nurullah Kanık,,,,
d3900d72-850a-4ef7-bad0-28cb85767c4a,Asuman Ercan,,,,
198bfe3b-6111-4b51-aacd-e179b4d1309c,Cemil Özbal,,,,
45ee800d-7362-4509-8193-7bd96a09e864,Ziya Taşkent,,,,4
4105a8bf-11f0-47ce-b2e9-ee522bf0e915,Emrullah Şengüler,,,,
2feb9dfc-cbeb-49d2-8e2a-8bb4d3d70566,İbrahim Tennuri,,,,
7a5f94ee-ed1a-4922-82fa-8df46704048f,Şemseddin Sivasi,,,,
91e1b4b3-26d9-44fa-893f-35fb4cccb213,Neva Özgen,,,,
b95916ed-0448-4f83-9498-c1f3248bad31,Mehmet Ilgın,,,,
653e27dc-a7c5-4280-ae0a-80611943d12b,Birol Yayla,,,,
d93b868a-86ae-4934-8e27-9afa85fac613,Zahariyadis,"Greece, Turkey",,,
bb8433c0-5022-4e7c-a7a2-40f3cd200d7f,Bedii Nedim Bey,,,,
7558ea80-67ab-465f-87d8-633d7285f7c1,Hüseyin Aydın,,,,
